k, f, h2OmegaGW
3.191078073151714420e+02 6.968539709885764044e-03 0.000000000000000000e+00
3.233065942534322517e+02 7.060231021855834128e-03 0.000000000000000000e+00
3.275053811916931181e+02 7.151922333825904213e-03 0.000000000000000000e+00
3.317041681299539277e+02 7.243613645795973430e-03 0.000000000000000000e+00
3.359029550682147942e+02 7.335304957766043514e-03 0.000000000000000000e+00
3.401017420064756607e+02 7.426996269736114466e-03 0.000000000000000000e+00
3.443005289447364703e+02 7.518687581706184550e-03 0.000000000000000000e+00
3.484993158829973368e+02 7.610378893676254634e-03 0.000000000000000000e+00
3.526981028212581464e+02 7.702070205646322984e-03 0.000000000000000000e+00
3.568968897595190128e+02 7.793761517616392201e-03 0.000000000000000000e+00
3.610956766977798793e+02 7.885452829586464887e-03 0.000000000000000000e+00
3.652944636360406889e+02 7.977144141556534104e-03 0.000000000000000000e+00
3.694932505743015554e+02 8.068835453526603321e-03 0.000000000000000000e+00
3.736920375125624219e+02 8.160526765496674273e-03 0.000000000000000000e+00
3.778908244508232315e+02 8.252218077466741755e-03 0.000000000000000000e+00
3.820896113890840979e+02 8.343909389436814442e-03 0.000000000000000000e+00
3.862883983273449644e+02 8.435600701406881924e-03 0.000000000000000000e+00
3.904871852656057740e+02 8.527292013376954610e-03 0.000000000000000000e+00
3.946859722038666405e+02 8.618983325347023827e-03 0.000000000000000000e+00
3.988847591421274501e+02 8.710674637317093044e-03 0.000000000000000000e+00
4.030835460803883166e+02 8.802365949287165731e-03 0.000000000000000000e+00
4.072823330186491830e+02 8.894057261257234948e-03 0.000000000000000000e+00
4.114811199569099927e+02 8.985748573227302430e-03 0.000000000000000000e+00
4.156799068951708591e+02 9.077439885197375116e-03 0.000000000000000000e+00
4.198786938334316687e+02 9.169131197167442598e-03 0.000000000000000000e+00
4.240774807716925352e+02 9.260822509137513550e-03 0.000000000000000000e+00
4.282762677099534017e+02 9.352513821107582767e-03 0.000000000000000000e+00
4.324750546482142113e+02 9.444205133077655454e-03 0.000000000000000000e+00
4.366738415864750777e+02 9.535896445047724670e-03 0.000000000000000000e+00
4.408726285247359442e+02 9.627587757017793887e-03 0.000000000000000000e+00
4.450714154629967538e+02 9.719279068987863104e-03 0.000000000000000000e+00
4.492702024012576203e+02 9.810970380957935791e-03 0.000000000000000000e+00
4.534689893395184868e+02 9.902661692928001538e-03 0.000000000000000000e+00
4.576677762777792964e+02 9.994353004898074225e-03 0.000000000000000000e+00
4.618665632160401628e+02 1.008604431686814344e-02 0.000000000000000000e+00
4.660653501543009725e+02 1.017773562883821439e-02 0.000000000000000000e+00
4.702641370925618389e+02 1.026942694080828188e-02 0.000000000000000000e+00
4.744629240308227054e+02 1.036111825277835283e-02 0.000000000000000000e+00
4.786617109690835150e+02 1.045280956474842204e-02 0.000000000000000000e+00
4.828604979073443815e+02 1.054450087671849300e-02 0.000000000000000000e+00
4.870592848456051911e+02 1.063619218868856395e-02 0.000000000000000000e+00
4.912580717838660576e+02 1.072788350065863490e-02 0.000000000000000000e+00
4.954568587221269240e+02 1.081957481262870238e-02 0.000000000000000000e+00
4.996556456603877336e+02 1.091126612459876986e-02 0.000000000000000000e+00
5.038544325986486001e+02 1.100295743656884428e-02 0.000000000000000000e+00
5.080532195369094666e+02 1.109464874853891697e-02 0.000000000000000000e+00
5.122520064751702193e+02 1.118634006050898098e-02 0.000000000000000000e+00
5.164507934134310290e+02 1.127803137247905194e-02 0.000000000000000000e+00
5.206495803516919523e+02 1.136972268444912289e-02 0.000000000000000000e+00
5.248483672899527619e+02 1.146141399641919037e-02 0.000000000000000000e+00
5.290471542282135715e+02 1.155310530838926132e-02 0.000000000000000000e+00
5.332459411664744948e+02 1.164479662035933574e-02 0.000000000000000000e+00
5.374447281047353044e+02 1.173648793232940149e-02 0.000000000000000000e+00
5.416435150429961141e+02 1.182817924429947244e-02 0.000000000000000000e+00
5.458423019812570374e+02 1.191987055626954339e-02 0.000000000000000000e+00
5.500410889195178470e+02 1.201156186823961261e-02 0.000000000000000000e+00
5.542398758577786566e+02 1.210325318020968183e-02 0.000000000000000000e+00
5.584386627960395799e+02 1.219494449217975278e-02 0.000000000000000000e+00
5.626374497343003895e+02 1.228663580414982200e-02 0.000000000000000000e+00
5.668362366725611992e+02 1.237832711611989121e-02 0.000000000000000000e+00
5.710350236108220088e+02 1.247001842808996043e-02 0.000000000000000000e+00
5.752338105490829321e+02 1.256170974006003485e-02 0.000000000000000000e+00
5.794325974873437417e+02 1.265340105203010233e-02 0.000000000000000000e+00
5.836313844256045513e+02 1.274509236400017155e-02 0.000000000000000000e+00
5.878301713638654746e+02 1.283678367597024250e-02 0.000000000000000000e+00
5.920289583021262843e+02 1.292847498794031172e-02 0.000000000000000000e+00
5.962277452403870939e+02 1.302016629991038267e-02 0.000000000000000000e+00
6.004265321786480172e+02 1.311185761188045189e-02 0.000000000000000000e+00
6.046253191169088268e+02 1.320354892385052284e-02 0.000000000000000000e+00
6.088241060551696364e+02 1.329524023582058859e-02 0.000000000000000000e+00
6.130228929934305597e+02 1.338693154779066127e-02 0.000000000000000000e+00
6.172216799316913693e+02 1.347862285976073222e-02 0.000000000000000000e+00
6.214204668699521790e+02 1.357031417173080144e-02 0.000000000000000000e+00
6.256192538082131023e+02 1.366200548370087239e-02 0.000000000000000000e+00
6.298180407464739119e+02 1.375369679567094335e-02 0.000000000000000000e+00
6.340168276847347215e+02 1.384538810764101430e-02 0.000000000000000000e+00
6.382156146229956448e+02 1.393707941961108351e-02 0.000000000000000000e+00
6.424144015612564544e+02 1.402877073158115273e-02 0.000000000000000000e+00
6.466131884995172641e+02 1.412046204355122195e-02 0.000000000000000000e+00
6.508119754377780737e+02 1.421215335552128943e-02 0.000000000000000000e+00
6.550107623760389970e+02 1.430384466749136212e-02 0.000000000000000000e+00
6.592095493142998066e+02 1.439553597946142960e-02 0.000000000000000000e+00
6.634083362525606162e+02 1.448722729143150229e-02 0.000000000000000000e+00
6.676071231908215395e+02 1.457891860340157324e-02 0.000000000000000000e+00
6.718059101290823492e+02 1.467060991537164245e-02 0.000000000000000000e+00
6.760046970673431588e+02 1.476230122734171341e-02 0.000000000000000000e+00
6.802034840056040821e+02 1.485399253931178436e-02 0.000000000000000000e+00
6.844022709438648917e+02 1.494568385128185010e-02 0.000000000000000000e+00
6.886010578821257013e+02 1.503737516325192106e-02 0.000000000000000000e+00
6.927998448203866246e+02 1.512906647522199548e-02 0.000000000000000000e+00
6.969986317586474343e+02 1.522075778719206123e-02 0.000000000000000000e+00
7.011974186969082439e+02 1.531244909916213391e-02 0.000000000000000000e+00
7.053962056351690535e+02 1.540414041113219966e-02 0.000000000000000000e+00
7.095949925734299768e+02 1.549583172310227408e-02 0.000000000000000000e+00
7.137937795116907864e+02 1.558752303507233983e-02 0.000000000000000000e+00
7.179925664499515960e+02 1.567921434704241251e-02 0.000000000000000000e+00
7.221913533882125193e+02 1.577090565901248173e-02 0.000000000000000000e+00
7.263901403264733290e+02 1.586259697098255095e-02 0.000000000000000000e+00
7.305889272647341386e+02 1.595428828295262016e-02 0.000000000000000000e+00
7.347877142029950619e+02 1.604597959492269285e-02 0.000000000000000000e+00
7.389865011412558715e+02 1.613767090689275860e-02 0.000000000000000000e+00
7.431852880795166811e+02 1.622936221886283129e-02 0.000000000000000000e+00
7.473840750177776044e+02 1.632105353083290397e-02 0.000000000000000000e+00
7.515828619560384141e+02 1.641274484280297319e-02 0.000000000000000000e+00
7.557816488942992237e+02 1.650443615477303894e-02 0.000000000000000000e+00
7.599804358325601470e+02 1.659612746674311162e-02 0.000000000000000000e+00
7.641792227708209566e+02 1.668781877871318431e-02 0.000000000000000000e+00
7.683780097090817662e+02 1.677951009068325006e-02 0.000000000000000000e+00
7.725767966473426895e+02 1.687120140265332274e-02 0.000000000000000000e+00
7.767755835856034992e+02 1.696289271462339196e-02 0.000000000000000000e+00
7.809743705238643088e+02 1.705458402659346465e-02 0.000000000000000000e+00
7.851731574621251184e+02 1.714627533856353039e-02 0.000000000000000000e+00
7.893719444003860417e+02 1.723796665053359961e-02 0.000000000000000000e+00
7.935707313386468513e+02 1.732965796250367577e-02 0.000000000000000000e+00
7.977695182769076609e+02 1.742134927447373804e-02 0.000000000000000000e+00
8.019683052151685843e+02 1.751304058644381073e-02 0.000000000000000000e+00
8.061670921534293939e+02 1.760473189841388342e-02 0.000000000000000000e+00
8.103658790916902035e+02 1.769642321038394916e-02 0.000000000000000000e+00
8.145646660299511268e+02 1.778811452235402185e-02 0.000000000000000000e+00
8.187634529682119364e+02 1.787980583432409107e-02 0.000000000000000000e+00
8.229622399064727460e+02 1.797149714629416722e-02 0.000000000000000000e+00
8.271610268447336693e+02 1.806318845826422950e-02 0.000000000000000000e+00
8.313598137829944790e+02 1.815487977023430219e-02 0.000000000000000000e+00
8.355586007212552886e+02 1.824657108220437141e-02 0.000000000000000000e+00
8.397573876595160982e+02 1.833826239417443715e-02 0.000000000000000000e+00
8.439561745977770215e+02 1.842995370614450984e-02 0.000000000000000000e+00
8.481549615360378311e+02 1.852164501811458253e-02 0.000000000000000000e+00
8.523537484742986408e+02 1.861333633008465174e-02 0.000000000000000000e+00
8.565525354125595641e+02 1.870502764205472443e-02 0.000000000000000000e+00
8.607513223508203737e+02 1.879671895402479365e-02 0.000000000000000000e+00
8.649501092890811833e+02 1.888841026599486286e-02 0.000000000000000000e+00
8.691488962273421066e+02 1.898010157796493208e-02 0.000000000000000000e+00
8.733476831656029162e+02 1.907179288993500130e-02 0.000000000000000000e+00
8.775464701038637259e+02 1.916348420190506704e-02 0.000000000000000000e+00
8.817452570421246492e+02 1.925517551387513973e-02 0.000000000000000000e+00
8.859440439803854588e+02 1.934686682584521242e-02 0.000000000000000000e+00
8.901428309186462684e+02 1.943855813781528510e-02 0.000000000000000000e+00
8.943416178569071917e+02 1.953024944978535432e-02 0.000000000000000000e+00
8.985404047951680013e+02 1.962194076175542007e-02 0.000000000000000000e+00
9.027391917334288109e+02 1.971363207372549275e-02 0.000000000000000000e+00
9.069379786716897343e+02 1.980532338569556197e-02 0.000000000000000000e+00
9.111367656099505439e+02 1.989701469766562772e-02 0.000000000000000000e+00
9.153355525482113535e+02 1.998870600963570388e-02 0.000000000000000000e+00
9.195343394864721631e+02 2.008039732160577309e-02 0.000000000000000000e+00
9.237331264247330864e+02 2.017208863357583884e-02 0.000000000000000000e+00
9.279319133629938960e+02 2.026377994554591153e-02 0.000000000000000000e+00
9.321307003012547057e+02 2.035547125751598074e-02 0.000000000000000000e+00
9.363294872395156290e+02 2.044716256948604996e-02 0.000000000000000000e+00
9.405282741777764386e+02 2.053885388145611918e-02 0.000000000000000000e+00
9.447270611160372482e+02 2.063054519342618839e-02 0.000000000000000000e+00
9.489258480542981715e+02 2.072223650539626455e-02 0.000000000000000000e+00
9.531246349925589811e+02 2.081392781736633030e-02 0.000000000000000000e+00
9.573234219308197908e+02 2.090561912933639951e-02 0.000000000000000000e+00
9.615222088690807141e+02 2.099731044130647220e-02 0.000000000000000000e+00
9.657209958073415237e+02 2.108900175327654142e-02 0.000000000000000000e+00
9.699197827456023333e+02 2.118069306524661063e-02 0.000000000000000000e+00
9.741185696838631429e+02 2.127238437721667985e-02 0.000000000000000000e+00
9.783173566221240662e+02 2.136407568918675601e-02 0.000000000000000000e+00
9.825161435603848759e+02 2.145576700115682175e-02 0.000000000000000000e+00
9.867149304986456855e+02 2.154745831312688403e-02 0.000000000000000000e+00
9.909137174369066088e+02 2.163914962509696019e-02 0.000000000000000000e+00
9.951125043751674184e+02 2.173084093706702941e-02 0.000000000000000000e+00
9.993112913134282280e+02 2.182253224903710556e-02 0.000000000000000000e+00
1.003510078251689151e+03 2.191422356100717825e-02 0.000000000000000000e+00
1.007708865189949961e+03 2.200591487297724053e-02 0.000000000000000000e+00
1.011907652128210771e+03 2.209760618494730627e-02 0.000000000000000000e+00
1.016106439066471694e+03 2.218929749691738243e-02 0.000000000000000000e+00
1.020305226004732503e+03 2.228098880888745165e-02 0.000000000000000000e+00
1.024504012942993313e+03 2.237268012085751739e-02 0.000000000000000000e+00
1.028702799881254123e+03 2.246437143282759008e-02 0.000000000000000000e+00
1.032901586819514932e+03 2.255606274479765930e-02 0.000000000000000000e+00
1.037100373757775969e+03 2.264775405676773198e-02 0.000000000000000000e+00
1.041299160696036779e+03 2.273944536873780467e-02 0.000000000000000000e+00
1.045497947634297589e+03 2.283113668070787389e-02 0.000000000000000000e+00
1.049696734572558398e+03 2.292282799267793963e-02 0.000000000000000000e+00
1.053895521510819208e+03 2.301451930464801232e-02 0.000000000000000000e+00
1.058094308449080017e+03 2.310621061661807807e-02 0.000000000000000000e+00
1.062293095387341054e+03 2.319790192858815769e-02 0.000000000000000000e+00
1.066491882325601864e+03 2.328959324055822344e-02 0.000000000000000000e+00
1.070690669263862674e+03 2.338128455252829266e-02 0.000000000000000000e+00
1.074889456202123483e+03 2.347297586449835841e-02 0.000000000000000000e+00
1.079088243140384293e+03 2.356466717646843109e-02 0.000000000000000000e+00
1.083287030078645103e+03 2.365635848843850031e-02 0.000000000000000000e+00
1.087485817016905912e+03 2.374804980040856953e-02 0.000000000000000000e+00
1.091684603955166949e+03 2.383974111237864221e-02 0.000000000000000000e+00
1.095883390893427759e+03 2.393143242434871490e-02 0.000000000000000000e+00
1.100082177831688568e+03 2.402312373631877718e-02 0.000000000000000000e+00
1.104280964769949378e+03 2.411481504828885333e-02 0.000000000000000000e+00
1.108479751708210188e+03 2.420650636025891908e-02 0.000000000000000000e+00
1.112678538646470997e+03 2.429819767222899177e-02 0.000000000000000000e+00
1.116877325584732034e+03 2.438988898419906445e-02 0.000000000000000000e+00
1.121076112522992844e+03 2.448158029616913020e-02 0.000000000000000000e+00
1.125274899461253653e+03 2.457327160813920289e-02 0.000000000000000000e+00
1.129473686399514463e+03 2.466496292010926517e-02 0.000000000000000000e+00
1.133672473337775273e+03 2.475665423207934132e-02 0.000000000000000000e+00
1.137871260276036082e+03 2.484834554404941054e-02 0.000000000000000000e+00
1.142070047214296892e+03 2.494003685601947976e-02 0.000000000000000000e+00
1.146268834152557929e+03 2.503172816798955591e-02 0.000000000000000000e+00
1.150467621090818739e+03 2.512341947995962166e-02 0.000000000000000000e+00
1.154666408029079548e+03 2.521511079192968741e-02 0.000000000000000000e+00
1.158865194967340358e+03 2.530680210389976356e-02 0.000000000000000000e+00
1.163063981905601167e+03 2.539849341586982931e-02 0.000000000000000000e+00
1.167262768843861977e+03 2.549018472783990200e-02 0.000000000000000000e+00
1.171461555782123014e+03 2.558187603980997121e-02 0.000000000000000000e+00
1.175660342720383824e+03 2.567356735178003696e-02 0.000000000000000000e+00
1.179859129658644633e+03 2.576525866375010965e-02 0.000000000000000000e+00
1.184057916596905443e+03 2.585694997572018233e-02 0.000000000000000000e+00
1.188256703535166253e+03 2.594864128769024808e-02 0.000000000000000000e+00
1.192455490473427062e+03 2.604033259966031383e-02 0.000000000000000000e+00
1.196654277411688099e+03 2.613202391163039692e-02 0.000000000000000000e+00
1.200853064349948909e+03 2.622371522360046267e-02 0.000000000000000000e+00
1.205051851288209718e+03 2.631540653557052842e-02 0.000000000000000000e+00
1.209250638226470528e+03 2.640709784754060457e-02 0.000000000000000000e+00
1.213449425164731338e+03 2.649878915951067032e-02 0.000000000000000000e+00
1.217648212102992147e+03 2.659048047148073607e-02 0.000000000000000000e+00
1.221846999041252957e+03 2.668217178345080876e-02 0.000000000000000000e+00
1.226045785979513994e+03 2.677386309542088491e-02 0.000000000000000000e+00
1.230244572917774803e+03 2.686555440739095066e-02 0.000000000000000000e+00
1.234443359856035613e+03 2.695724571936102335e-02 0.000000000000000000e+00
1.238642146794296423e+03 2.704893703133108909e-02 0.000000000000000000e+00
1.242840933732557232e+03 2.714062834330115831e-02 0.000000000000000000e+00
1.247039720670818042e+03 2.723231965527122406e-02 0.000000000000000000e+00
1.251238507609079079e+03 2.732401096724130368e-02 0.000000000000000000e+00
1.255437294547339889e+03 2.741570227921137290e-02 0.000000000000000000e+00
1.259636081485600698e+03 2.750739359118143865e-02 0.000000000000000000e+00
1.263834868423861508e+03 2.759908490315151133e-02 0.000000000000000000e+00
1.268033655362122317e+03 2.769077621512158402e-02 0.000000000000000000e+00
1.272232442300383127e+03 2.778246752709164977e-02 0.000000000000000000e+00
1.276431229238644164e+03 2.787415883906172592e-02 0.000000000000000000e+00
1.280630016176904974e+03 2.796585015103179167e-02 0.000000000000000000e+00
1.284828803115165783e+03 2.805754146300185742e-02 0.000000000000000000e+00
1.289027590053426593e+03 2.814923277497193010e-02 0.000000000000000000e+00
1.293226376991687403e+03 2.824092408694199932e-02 0.000000000000000000e+00
1.297425163929948212e+03 2.833261539891206507e-02 0.000000000000000000e+00
1.301623950868209022e+03 2.842430671088213082e-02 0.000000000000000000e+00
1.305822737806470059e+03 2.851599802285221391e-02 0.000000000000000000e+00
1.310021524744730868e+03 2.860768933482227966e-02 0.000000000000000000e+00
1.314220311682991678e+03 2.869938064679235235e-02 0.000000000000000000e+00
1.318419098621252488e+03 2.879107195876242503e-02 0.000000000000000000e+00
1.322617885559513297e+03 2.888276327073249078e-02 0.000000000000000000e+00
1.326816672497774107e+03 2.897445458270255653e-02 0.000000000000000000e+00
1.331015459436035144e+03 2.906614589467263268e-02 0.000000000000000000e+00
1.335214246374295954e+03 2.915783720664269843e-02 0.000000000000000000e+00
1.339413033312556763e+03 2.924952851861277459e-02 0.000000000000000000e+00
1.343611820250817573e+03 2.934121983058284033e-02 0.000000000000000000e+00
1.347810607189078382e+03 2.943291114255290608e-02 0.000000000000000000e+00
1.352009394127339192e+03 2.952460245452297877e-02 0.000000000000000000e+00
1.356208181065600002e+03 2.961629376649305145e-02 0.000000000000000000e+00
1.360406968003861039e+03 2.970798507846312067e-02 0.000000000000000000e+00
1.364605754942121848e+03 2.979967639043318642e-02 0.000000000000000000e+00
1.368804541880382658e+03 2.989136770240325910e-02 0.000000000000000000e+00
1.373003328818643467e+03 2.998305901437333179e-02 0.000000000000000000e+00
1.377202115756904277e+03 3.007475032634340795e-02 0.000000000000000000e+00
1.381400902695165087e+03 3.016644163831346676e-02 0.000000000000000000e+00
1.385599689633426124e+03 3.025813295028353944e-02 0.000000000000000000e+00
1.389798476571686933e+03 3.034982426225361213e-02 0.000000000000000000e+00
1.393997263509947743e+03 3.044151557422368135e-02 0.000000000000000000e+00
1.398196050448208553e+03 3.053320688619374709e-02 0.000000000000000000e+00
1.402394837386469362e+03 3.062489819816381978e-02 0.000000000000000000e+00
1.406593624324730172e+03 3.071658951013389247e-02 0.000000000000000000e+00
1.410792411262990981e+03 3.080828082210395821e-02 0.000000000000000000e+00
1.414991198201252018e+03 3.089997213407403437e-02 0.000000000000000000e+00
1.419189985139512828e+03 3.099166344604410012e-02 0.000000000000000000e+00
1.423388772077773638e+03 3.108335475801417280e-02 0.000000000000000000e+00
1.427587559016034447e+03 3.117504606998424202e-02 0.000000000000000000e+00
1.431786345954295257e+03 3.126673738195431124e-02 0.000000000000000000e+00
1.435985132892556067e+03 3.135842869392437698e-02 0.000000000000000000e+00
1.440183919830817104e+03 3.145012000589444967e-02 0.000000000000000000e+00
1.444382706769077913e+03 3.154181131786452236e-02 0.000000000000000000e+00
1.448581493707338723e+03 3.163350262983458810e-02 0.000000000000000000e+00
1.452780280645599532e+03 3.172519394180466079e-02 0.000000000000000000e+00
1.456979067583860342e+03 3.181688525377472654e-02 0.000000000000000000e+00
1.461177854522121152e+03 3.190857656574480616e-02 0.000000000000000000e+00
1.465376641460382189e+03 3.200026787771487191e-02 0.000000000000000000e+00
1.469575428398642998e+03 3.209195918968493766e-02 0.000000000000000000e+00
1.473774215336903808e+03 3.218365050165501035e-02 0.000000000000000000e+00
1.477973002275164617e+03 3.227534181362507609e-02 0.000000000000000000e+00
1.482171789213425427e+03 3.236703312559515572e-02 0.000000000000000000e+00
1.486370576151686237e+03 3.245872443756522147e-02 0.000000000000000000e+00
1.490569363089947046e+03 3.255041574953529415e-02 0.000000000000000000e+00
1.494768150028208083e+03 3.264210706150535990e-02 0.000000000000000000e+00
1.498966936966468893e+03 3.273379837347543259e-02 0.000000000000000000e+00
1.503165723904729703e+03 3.282548968544549833e-02 0.000000000000000000e+00
1.507364510842990512e+03 3.291718099741556408e-02 0.000000000000000000e+00
1.511563297781251322e+03 3.300887230938564371e-02 0.000000000000000000e+00
1.515762084719512131e+03 3.310056362135570945e-02 0.000000000000000000e+00
1.519960871657773168e+03 3.319225493332578214e-02 0.000000000000000000e+00
1.524159658596033978e+03 3.328394624529585483e-02 0.000000000000000000e+00
1.528358445534294788e+03 3.337563755726592057e-02 0.000000000000000000e+00
1.532557232472555597e+03 3.346732886923598632e-02 0.000000000000000000e+00
1.536756019410816407e+03 3.355902018120605901e-02 0.000000000000000000e+00
1.540954806349077217e+03 3.365071149317612476e-02 0.000000000000000000e+00
1.545153593287338254e+03 3.374240280514621132e-02 0.000000000000000000e+00
1.549352380225599063e+03 3.383409411711627707e-02 0.000000000000000000e+00
1.553551167163859873e+03 3.392578542908633588e-02 0.000000000000000000e+00
1.557749954102120682e+03 3.401747674105640856e-02 0.000000000000000000e+00
1.561948741040381492e+03 3.410916805302648125e-02 0.000000000000000000e+00
1.566147527978642302e+03 3.420085936499655394e-02 0.000000000000000000e+00
1.570346314916903111e+03 3.429255067696661968e-02 0.000000000000000000e+00
1.574545101855164148e+03 3.438424198893669237e-02 0.000000000000000000e+00
1.578743888793424958e+03 3.447593330090675812e-02 0.000000000000000000e+00
1.582942675731685767e+03 3.456762461287682386e-02 0.000000000000000000e+00
1.587141462669946577e+03 3.465931592484689655e-02 0.000000000000000000e+00
1.591340249608207387e+03 3.475100723681696924e-02 0.000000000000000000e+00
1.595539036546468196e+03 3.484269854878704192e-02 0.000000000000000000e+00
1.599737823484729233e+03 3.493438986075711461e-02 0.000000000000000000e+00
1.603936610422990043e+03 3.502608117272718036e-02 0.000000000000000000e+00
1.608135397361250853e+03 3.511777248469724610e-02 0.000000000000000000e+00
1.612334184299511662e+03 3.520946379666731879e-02 0.000000000000000000e+00
1.616532971237772472e+03 3.530115510863737760e-02 0.000000000000000000e+00
1.620731758176033281e+03 3.539284642060745723e-02 0.000000000000000000e+00
1.624930545114294091e+03 3.548453773257752991e-02 0.000000000000000000e+00
