k, f, h2OmegaGW
4.843405688810895526e+02 5.730480591638381117e-03 0.000000000000000000e+00
4.940273802584817417e+02 5.845090203468432909e-03 0.000000000000000000e+00
5.037141916358739877e+02 5.959699815298482965e-03 0.000000000000000000e+00
5.134010030132661768e+02 6.074309427128534757e-03 0.000000000000000000e+00
5.230878143906584228e+02 6.188919038958584813e-03 0.000000000000000000e+00
5.327746257680506687e+02 6.303528650788636604e-03 0.000000000000000000e+00
5.424614371454428010e+02 6.418138262618688396e-03 0.000000000000000000e+00
5.521482485228350470e+02 6.532747874448740187e-03 0.000000000000000000e+00
5.618350599002272929e+02 6.647357486278791111e-03 0.000000000000000000e+00
5.715218712776195389e+02 6.761967098108842902e-03 0.000000000000000000e+00
5.812086826550116712e+02 6.876576709938895561e-03 0.000000000000000000e+00
5.908954940324039171e+02 6.991186321768946485e-03 0.000000000000000000e+00
6.005823054097961631e+02 7.105795933598997409e-03 0.000000000000000000e+00
6.102691167871882953e+02 7.220405545429049200e-03 0.000000000000000000e+00
6.199559281645805413e+02 7.335015157259100124e-03 0.000000000000000000e+00
6.296427395419727873e+02 7.449624769089151916e-03 0.000000000000000000e+00
6.393295509193649195e+02 7.564234380919202839e-03 0.000000000000000000e+00
6.490163622967571655e+02 7.678843992749252896e-03 0.000000000000000000e+00
6.587031736741494115e+02 7.793453604579305555e-03 0.000000000000000000e+00
6.683899850515415437e+02 7.908063216409357346e-03 0.000000000000000000e+00
6.780767964289337897e+02 8.022672828239405668e-03 0.000000000000000000e+00
6.877636078063260356e+02 8.137282440069459194e-03 0.000000000000000000e+00
6.974504191837182816e+02 8.251892051899510985e-03 0.000000000000000000e+00
7.071372305611104139e+02 8.366501663729561042e-03 0.000000000000000000e+00
7.168240419385026598e+02 8.481111275559614568e-03 0.000000000000000000e+00
7.265108533158949058e+02 8.595720887389664625e-03 0.000000000000000000e+00
7.361976646932870381e+02 8.710330499219714681e-03 0.000000000000000000e+00
7.458844760706792840e+02 8.824940111049766472e-03 0.000000000000000000e+00
7.555712874480715300e+02 8.939549722879818264e-03 0.000000000000000000e+00
7.652580988254636623e+02 9.054159334709868320e-03 0.000000000000000000e+00
7.749449102028559082e+02 9.168768946539920112e-03 0.000000000000000000e+00
7.846317215802481542e+02 9.283378558369971903e-03 0.000000000000000000e+00
7.943185329576402864e+02 9.397988170200021960e-03 0.000000000000000000e+00
8.040053443350325324e+02 9.512597782030073751e-03 0.000000000000000000e+00
8.136921557124247784e+02 9.627207393860127277e-03 0.000000000000000000e+00
8.233789670898169106e+02 9.741817005690177333e-03 0.000000000000000000e+00
8.330657784672091566e+02 9.856426617520227390e-03 0.000000000000000000e+00
8.427525898446014025e+02 9.971036229350280916e-03 0.000000000000000000e+00
8.524394012219935348e+02 1.008564584118033097e-02 0.000000000000000000e+00
8.621262125993857808e+02 1.020025545301038103e-02 0.000000000000000000e+00
8.718130239767780267e+02 1.031486506484043456e-02 0.000000000000000000e+00
8.814998353541702727e+02 1.042947467667048635e-02 0.000000000000000000e+00
8.911866467315624050e+02 1.054408428850053467e-02 0.000000000000000000e+00
9.008734581089546509e+02 1.065869390033058819e-02 0.000000000000000000e+00
9.105602694863468969e+02 1.077330351216063999e-02 0.000000000000000000e+00
9.202470808637390292e+02 1.088791312399069004e-02 0.000000000000000000e+00
9.299338922411312751e+02 1.100252273582074357e-02 0.000000000000000000e+00
9.396207036185235211e+02 1.111713234765079363e-02 0.000000000000000000e+00
9.493075149959156533e+02 1.123174195948084368e-02 0.000000000000000000e+00
9.589943263733078993e+02 1.134635157131089721e-02 0.000000000000000000e+00
9.686811377507001453e+02 1.146096118314094900e-02 0.000000000000000000e+00
9.783679491280922775e+02 1.157557079497099732e-02 0.000000000000000000e+00
9.880547605054845235e+02 1.169018040680104738e-02 0.000000000000000000e+00
9.977415718828767695e+02 1.180479001863110264e-02 0.000000000000000000e+00
1.007428383260269015e+03 1.191939963046115096e-02 0.000000000000000000e+00
1.017115194637661148e+03 1.203400924229120622e-02 0.000000000000000000e+00
1.026802006015053166e+03 1.214861885412125281e-02 0.000000000000000000e+00
1.036488817392445526e+03 1.226322846595130460e-02 0.000000000000000000e+00
1.046175628769837658e+03 1.237783807778135813e-02 0.000000000000000000e+00
1.055862440147229790e+03 1.249244768961140818e-02 0.000000000000000000e+00
1.065549251524622150e+03 1.260705730144145997e-02 0.000000000000000000e+00
1.075236062902014282e+03 1.272166691327151350e-02 0.000000000000000000e+00
1.084922874279406415e+03 1.283627652510156009e-02 0.000000000000000000e+00
1.094609685656798774e+03 1.295088613693161535e-02 0.000000000000000000e+00
1.104296497034190907e+03 1.306549574876166367e-02 0.000000000000000000e+00
1.113983308411583266e+03 1.318010536059171893e-02 0.000000000000000000e+00
1.123670119788975398e+03 1.329471497242176552e-02 0.000000000000000000e+00
1.133356931166367531e+03 1.340932458425182078e-02 0.000000000000000000e+00
1.143043742543759890e+03 1.352393419608186736e-02 0.000000000000000000e+00
1.152730553921152023e+03 1.363854380791192089e-02 0.000000000000000000e+00
1.162417365298544155e+03 1.375315341974197268e-02 0.000000000000000000e+00
1.172104176675936515e+03 1.386776303157202621e-02 0.000000000000000000e+00
1.181790988053328647e+03 1.398237264340207280e-02 0.000000000000000000e+00
1.191477799430720779e+03 1.409698225523212806e-02 0.000000000000000000e+00
1.201164610808113139e+03 1.421159186706217811e-02 0.000000000000000000e+00
1.210851422185505271e+03 1.432620147889222817e-02 0.000000000000000000e+00
1.220538233562897403e+03 1.444081109072228170e-02 0.000000000000000000e+00
1.230225044940289763e+03 1.455542070255233349e-02 0.000000000000000000e+00
1.239911856317681895e+03 1.467003031438238354e-02 0.000000000000000000e+00
1.249598667695074028e+03 1.478463992621243360e-02 0.000000000000000000e+00
1.259285479072466387e+03 1.489924953804248539e-02 0.000000000000000000e+00
1.268972290449858519e+03 1.501385914987253545e-02 0.000000000000000000e+00
1.278659101827250652e+03 1.512846876170258897e-02 0.000000000000000000e+00
1.288345913204643011e+03 1.524307837353263903e-02 0.000000000000000000e+00
1.298032724582035144e+03 1.535768798536269082e-02 0.000000000000000000e+00
1.307719535959427276e+03 1.547229759719274088e-02 0.000000000000000000e+00
1.317406347336819636e+03 1.558690720902279614e-02 0.000000000000000000e+00
1.327093158714211768e+03 1.570151682085284620e-02 0.000000000000000000e+00
1.336779970091603900e+03 1.581612643268289625e-02 0.000000000000000000e+00
1.346466781468996260e+03 1.593073604451294978e-02 0.000000000000000000e+00
1.356153592846388392e+03 1.604534565634299637e-02 0.000000000000000000e+00
1.365840404223780524e+03 1.615995526817304989e-02 0.000000000000000000e+00
1.375527215601172884e+03 1.627456488000309995e-02 0.000000000000000000e+00
1.385214026978565016e+03 1.638917449183315000e-02 0.000000000000000000e+00
1.394900838355957376e+03 1.650378410366320700e-02 0.000000000000000000e+00
1.404587649733349508e+03 1.661839371549325706e-02 0.000000000000000000e+00
1.414274461110741640e+03 1.673300332732330711e-02 0.000000000000000000e+00
1.423961272488134000e+03 1.684761293915336064e-02 0.000000000000000000e+00
1.433648083865526132e+03 1.696222255098341070e-02 0.000000000000000000e+00
1.443334895242918265e+03 1.707683216281346075e-02 0.000000000000000000e+00
1.453021706620310624e+03 1.719144177464351775e-02 0.000000000000000000e+00
1.462708517997702756e+03 1.730605138647356434e-02 0.000000000000000000e+00
1.472395329375094889e+03 1.742066099830361439e-02 0.000000000000000000e+00
1.482082140752487248e+03 1.753527061013366792e-02 0.000000000000000000e+00
1.491768952129879381e+03 1.764988022196371797e-02 0.000000000000000000e+00
1.501455763507271513e+03 1.776448983379376803e-02 0.000000000000000000e+00
1.511142574884663873e+03 1.787909944562382156e-02 0.000000000000000000e+00
1.520829386262056005e+03 1.799370905745387161e-02 0.000000000000000000e+00
1.530516197639448137e+03 1.810831866928392514e-02 0.000000000000000000e+00
1.540203009016840497e+03 1.822292828111397520e-02 0.000000000000000000e+00
1.549889820394232629e+03 1.833753789294402525e-02 0.000000000000000000e+00
1.559576631771624761e+03 1.845214750477407531e-02 0.000000000000000000e+00
1.569263443149017121e+03 1.856675711660412884e-02 0.000000000000000000e+00
1.578950254526409253e+03 1.868136672843417889e-02 0.000000000000000000e+00
1.588637065903801386e+03 1.879597634026422548e-02 0.000000000000000000e+00
1.598323877281193745e+03 1.891058595209428247e-02 0.000000000000000000e+00
1.608010688658585877e+03 1.902519556392433253e-02 0.000000000000000000e+00
1.617697500035978010e+03 1.913980517575438259e-02 0.000000000000000000e+00
1.627384311413370369e+03 1.925441478758443611e-02 0.000000000000000000e+00
1.637071122790762502e+03 1.936902439941448617e-02 0.000000000000000000e+00
1.646757934168154634e+03 1.948363401124453970e-02 0.000000000000000000e+00
1.656444745545546994e+03 1.959824362307458975e-02 0.000000000000000000e+00
1.666131556922939126e+03 1.971285323490463981e-02 0.000000000000000000e+00
1.675818368300331258e+03 1.982746284673468987e-02 0.000000000000000000e+00
1.685505179677723618e+03 1.994207245856474339e-02 0.000000000000000000e+00
1.695191991055115750e+03 2.005668207039479345e-02 0.000000000000000000e+00
1.704878802432507882e+03 2.017129168222484351e-02 0.000000000000000000e+00
1.714565613809900242e+03 2.028590129405490050e-02 0.000000000000000000e+00
1.724252425187292374e+03 2.040051090588495056e-02 0.000000000000000000e+00
1.733939236564684734e+03 2.051512051771500408e-02 0.000000000000000000e+00
1.743626047942076866e+03 2.062973012954504720e-02 0.000000000000000000e+00
1.753312859319468998e+03 2.074433974137509726e-02 0.000000000000000000e+00
1.762999670696861358e+03 2.085894935320515425e-02 0.000000000000000000e+00
1.772686482074253490e+03 2.097355896503520778e-02 0.000000000000000000e+00
1.782373293451645623e+03 2.108816857686525784e-02 0.000000000000000000e+00
1.792060104829037982e+03 2.120277818869530789e-02 0.000000000000000000e+00
1.801746916206430114e+03 2.131738780052535795e-02 0.000000000000000000e+00
1.811433727583822247e+03 2.143199741235541494e-02 0.000000000000000000e+00
1.821120538961214606e+03 2.154660702418546847e-02 0.000000000000000000e+00
1.830807350338606739e+03 2.166121663601551853e-02 0.000000000000000000e+00
1.840494161715998871e+03 2.177582624784556165e-02 0.000000000000000000e+00
1.850180973093391231e+03 2.189043585967561864e-02 0.000000000000000000e+00
1.859867784470783363e+03 2.200504547150566870e-02 0.000000000000000000e+00
1.869554595848175495e+03 2.211965508333571528e-02 0.000000000000000000e+00
1.879241407225567855e+03 2.223426469516577228e-02 0.000000000000000000e+00
1.888928218602959987e+03 2.234887430699582581e-02 0.000000000000000000e+00
1.898615029980352119e+03 2.246348391882587586e-02 0.000000000000000000e+00
1.908301841357744479e+03 2.257809353065592592e-02 0.000000000000000000e+00
1.917988652735136611e+03 2.269270314248597598e-02 0.000000000000000000e+00
1.927675464112528743e+03 2.280731275431602256e-02 0.000000000000000000e+00
1.937362275489921103e+03 2.292192236614608303e-02 0.000000000000000000e+00
1.947049086867313235e+03 2.303653197797613308e-02 0.000000000000000000e+00
1.956735898244705368e+03 2.315114158980618314e-02 0.000000000000000000e+00
1.966422709622097727e+03 2.326575120163622973e-02 0.000000000000000000e+00
1.976109520999489860e+03 2.338036081346627978e-02 0.000000000000000000e+00
1.985796332376881992e+03 2.349497042529633331e-02 0.000000000000000000e+00
1.995483143754274352e+03 2.360958003712638684e-02 0.000000000000000000e+00
2.005169955131666484e+03 2.372418964895644036e-02 0.000000000000000000e+00
2.014856766509058843e+03 2.383879926078649042e-02 0.000000000000000000e+00
2.024543577886450976e+03 2.395340887261654048e-02 0.000000000000000000e+00
2.034230389263843108e+03 2.406801848444658706e-02 0.000000000000000000e+00
2.043917200641235468e+03 2.418262809627664406e-02 0.000000000000000000e+00
2.053604012018627600e+03 2.429723770810669412e-02 0.000000000000000000e+00
2.063290823396020187e+03 2.441184731993675111e-02 0.000000000000000000e+00
2.072977634773412319e+03 2.452645693176680117e-02 0.000000000000000000e+00
2.082664446150804451e+03 2.464106654359685122e-02 0.000000000000000000e+00
2.092351257528196584e+03 2.475567615542689781e-02 0.000000000000000000e+00
2.102038068905588716e+03 2.487028576725694787e-02 0.000000000000000000e+00
2.111724880282980848e+03 2.498489537908700139e-02 0.000000000000000000e+00
2.121411691660373435e+03 2.509950499091705839e-02 0.000000000000000000e+00
2.131098503037765568e+03 2.521411460274710845e-02 0.000000000000000000e+00
2.140785314415157700e+03 2.532872421457715850e-02 0.000000000000000000e+00
2.150472125792549832e+03 2.544333382640721203e-02 0.000000000000000000e+00
2.160158937169941964e+03 2.555794343823725515e-02 0.000000000000000000e+00
2.169845748547334097e+03 2.567255305006730520e-02 0.000000000000000000e+00
2.179532559924726684e+03 2.578716266189736914e-02 0.000000000000000000e+00
2.189219371302118816e+03 2.590177227372742266e-02 0.000000000000000000e+00
2.198906182679510948e+03 2.601638188555746578e-02 0.000000000000000000e+00
2.208592994056903080e+03 2.613099149738751584e-02 0.000000000000000000e+00
2.218279805434295213e+03 2.624560110921756589e-02 0.000000000000000000e+00
2.227966616811687800e+03 2.636021072104762289e-02 0.000000000000000000e+00
2.237653428189079932e+03 2.647482033287767988e-02 0.000000000000000000e+00
2.247340239566472064e+03 2.658942994470772300e-02 0.000000000000000000e+00
2.257027050943864197e+03 2.670403955653777653e-02 0.000000000000000000e+00
2.266713862321256329e+03 2.681864916836782659e-02 0.000000000000000000e+00
2.276400673698648461e+03 2.693325878019786970e-02 0.000000000000000000e+00
2.286087485076041048e+03 2.704786839202792670e-02 0.000000000000000000e+00
2.295774296453433180e+03 2.716247800385798369e-02 0.000000000000000000e+00
2.305461107830825313e+03 2.727708761568803375e-02 0.000000000000000000e+00
2.315147919208217445e+03 2.739169722751808034e-02 0.000000000000000000e+00
2.324834730585609577e+03 2.750630683934813386e-02 0.000000000000000000e+00
2.334521541963001710e+03 2.762091645117818392e-02 0.000000000000000000e+00
2.344208353340394297e+03 2.773552606300823745e-02 0.000000000000000000e+00
2.353895164717786429e+03 2.785013567483828403e-02 0.000000000000000000e+00
2.363581976095178561e+03 2.796474528666834450e-02 0.000000000000000000e+00
2.373268787472570693e+03 2.807935489849839455e-02 0.000000000000000000e+00
2.382955598849962826e+03 2.819396451032843767e-02 0.000000000000000000e+00
2.392642410227354958e+03 2.830857412215849120e-02 0.000000000000000000e+00
2.402329221604747545e+03 2.842318373398854819e-02 0.000000000000000000e+00
2.412016032982139677e+03 2.853779334581860519e-02 0.000000000000000000e+00
2.421702844359531809e+03 2.865240295764864831e-02 0.000000000000000000e+00
2.431389655736923942e+03 2.876701256947870183e-02 0.000000000000000000e+00
2.441076467114316074e+03 2.888162218130874842e-02 0.000000000000000000e+00
2.450763278491708206e+03 2.899623179313879848e-02 0.000000000000000000e+00
2.460450089869100793e+03 2.911084140496884853e-02 0.000000000000000000e+00
2.470136901246492926e+03 2.922545101679890553e-02 0.000000000000000000e+00
2.479823712623885058e+03 2.934006062862895906e-02 0.000000000000000000e+00
2.489510524001277190e+03 2.945467024045899870e-02 0.000000000000000000e+00
2.499197335378669322e+03 2.956927985228905223e-02 0.000000000000000000e+00
2.508884146756061909e+03 2.968388946411910922e-02 0.000000000000000000e+00
2.518570958133454042e+03 2.979849907594916275e-02 0.000000000000000000e+00
2.528257769510846174e+03 2.991310868777920934e-02 0.000000000000000000e+00
2.537944580888238306e+03 3.002771829960926286e-02 0.000000000000000000e+00
2.547631392265630438e+03 3.014232791143931639e-02 0.000000000000000000e+00
2.557318203643022571e+03 3.025693752326936298e-02 0.000000000000000000e+00
2.567005015020415158e+03 3.037154713509941997e-02 0.000000000000000000e+00
2.576691826397807290e+03 3.048615674692946656e-02 0.000000000000000000e+00
2.586378637775199422e+03 3.060076635875952009e-02 0.000000000000000000e+00
2.596065449152591555e+03 3.071537597058956667e-02 0.000000000000000000e+00
2.605752260529983687e+03 3.082998558241962020e-02 0.000000000000000000e+00
2.615439071907375819e+03 3.094459519424967373e-02 0.000000000000000000e+00
2.625125883284768406e+03 3.105920480607972378e-02 0.000000000000000000e+00
2.634812694662160538e+03 3.117381441790977384e-02 0.000000000000000000e+00
2.644499506039552671e+03 3.128842402973983083e-02 0.000000000000000000e+00
2.654186317416944803e+03 3.140303364156988436e-02 0.000000000000000000e+00
2.663873128794336935e+03 3.151764325339993095e-02 0.000000000000000000e+00
2.673559940171729068e+03 3.163225286522998447e-02 0.000000000000000000e+00
2.683246751549121655e+03 3.174686247706003106e-02 0.000000000000000000e+00
2.692933562926513787e+03 3.186147208889008459e-02 0.000000000000000000e+00
2.702620374303905919e+03 3.197608170072013811e-02 0.000000000000000000e+00
2.712307185681298051e+03 3.209069131255018470e-02 0.000000000000000000e+00
2.721993997058690184e+03 3.220530092438023823e-02 0.000000000000000000e+00
2.731680808436082316e+03 3.231991053621028481e-02 0.000000000000000000e+00
2.741367619813474903e+03 3.243452014804034528e-02 0.000000000000000000e+00
2.751054431190867035e+03 3.254912975987039186e-02 0.000000000000000000e+00
2.760741242568259167e+03 3.266373937170044539e-02 0.000000000000000000e+00
2.770428053945651300e+03 3.277834898353049198e-02 0.000000000000000000e+00
2.780114865323043432e+03 3.289295859536054550e-02 0.000000000000000000e+00
2.789801676700436019e+03 3.300756820719060597e-02 0.000000000000000000e+00
2.799488488077828151e+03 3.312217781902065256e-02 0.000000000000000000e+00
2.809175299455220284e+03 3.323678743085069914e-02 0.000000000000000000e+00
2.818862110832612416e+03 3.335139704268075267e-02 0.000000000000000000e+00
2.828548922210004548e+03 3.346600665451080620e-02 0.000000000000000000e+00
2.838235733587396680e+03 3.358061626634085278e-02 0.000000000000000000e+00
2.847922544964789267e+03 3.369522587817090631e-02 0.000000000000000000e+00
2.857609356342181400e+03 3.380983549000095290e-02 0.000000000000000000e+00
2.867296167719573532e+03 3.392444510183100642e-02 0.000000000000000000e+00
2.876982979096965664e+03 3.403905471366106689e-02 0.000000000000000000e+00
2.886669790474357796e+03 3.415366432549111347e-02 0.000000000000000000e+00
2.896356601851749929e+03 3.426827393732116700e-02 0.000000000000000000e+00
2.906043413229142516e+03 3.438288354915121359e-02 0.000000000000000000e+00
2.915730224606534648e+03 3.449749316098126711e-02 0.000000000000000000e+00
2.925417035983926780e+03 3.461210277281131370e-02 0.000000000000000000e+00
2.935103847361318913e+03 3.472671238464137417e-02 0.000000000000000000e+00
2.944790658738711045e+03 3.484132199647142075e-02 0.000000000000000000e+00
2.954477470116103177e+03 3.495593160830146734e-02 0.000000000000000000e+00
2.964164281493495764e+03 3.507054122013152087e-02 0.000000000000000000e+00
2.973851092870887896e+03 3.518515083196157439e-02 0.000000000000000000e+00
2.983537904248280029e+03 3.529976044379162792e-02 0.000000000000000000e+00
2.993224715625672161e+03 3.541437005562166757e-02 0.000000000000000000e+00
3.002911527003064293e+03 3.552897966745172803e-02 0.000000000000000000e+00
3.012598338380456426e+03 3.564358927928177462e-02 0.000000000000000000e+00
3.022285149757849013e+03 3.575819889111183508e-02 0.000000000000000000e+00
3.031971961135241145e+03 3.587280850294188167e-02 0.000000000000000000e+00
3.041658772512633277e+03 3.598741811477192826e-02 0.000000000000000000e+00
3.051345583890025409e+03 3.610202772660198178e-02 0.000000000000000000e+00
3.061032395267417542e+03 3.621663733843204225e-02 0.000000000000000000e+00
3.070719206644809674e+03 3.633124695026208884e-02 0.000000000000000000e+00
3.080406018022202261e+03 3.644585656209213542e-02 0.000000000000000000e+00
3.090092829399594393e+03 3.656046617392218895e-02 0.000000000000000000e+00
3.099779640776986525e+03 3.667507578575223554e-02 0.000000000000000000e+00
3.109466452154378658e+03 3.678968539758228906e-02 0.000000000000000000e+00
3.119153263531770790e+03 3.690429500941234953e-02 0.000000000000000000e+00
3.128840074909163377e+03 3.701890462124239611e-02 0.000000000000000000e+00
3.138526886286555509e+03 3.713351423307244964e-02 0.000000000000000000e+00
3.148213697663947642e+03 3.724812384490249623e-02 0.000000000000000000e+00
3.157900509041339774e+03 3.736273345673254975e-02 0.000000000000000000e+00
3.167587320418731906e+03 3.747734306856260328e-02 0.000000000000000000e+00
3.177274131796124038e+03 3.759195268039264987e-02 0.000000000000000000e+00
3.186960943173516625e+03 3.770656229222270339e-02 0.000000000000000000e+00
3.196647754550908758e+03 3.782117190405275692e-02 0.000000000000000000e+00
3.206334565928300890e+03 3.793578151588280351e-02 0.000000000000000000e+00
3.216021377305693022e+03 3.805039112771285009e-02 0.000000000000000000e+00
3.225708188683085154e+03 3.816500073954290362e-02 0.000000000000000000e+00
3.235395000060477287e+03 3.827961035137295714e-02 0.000000000000000000e+00
3.245081811437869874e+03 3.839421996320301067e-02 0.000000000000000000e+00
3.254768622815262006e+03 3.850882957503306420e-02 0.000000000000000000e+00
3.264455434192654138e+03 3.862343918686311772e-02 0.000000000000000000e+00
3.274142245570046271e+03 3.873804879869316431e-02 0.000000000000000000e+00
3.283829056947438403e+03 3.885265841052321090e-02 0.000000000000000000e+00
3.293515868324830535e+03 3.896726802235326442e-02 0.000000000000000000e+00
3.303202679702223122e+03 3.908187763418332489e-02 0.000000000000000000e+00
3.312889491079615254e+03 3.919648724601337147e-02 0.000000000000000000e+00
3.322576302457007387e+03 3.931109685784342500e-02 0.000000000000000000e+00
3.332263113834399519e+03 3.942570646967348547e-02 0.000000000000000000e+00
3.341949925211791651e+03 3.954031608150351818e-02 0.000000000000000000e+00
3.351636736589183784e+03 3.965492569333357170e-02 0.000000000000000000e+00
3.361323547966576371e+03 3.976953530516361829e-02 0.000000000000000000e+00
3.371010359343968503e+03 3.988414491699367875e-02 0.000000000000000000e+00
3.380697170721360635e+03 3.999875452882373228e-02 0.000000000000000000e+00
3.390383982098752767e+03 4.011336414065377887e-02 0.000000000000000000e+00
3.400070793476144900e+03 4.022797375248383933e-02 0.000000000000000000e+00
3.409757604853537032e+03 4.034258336431387898e-02 0.000000000000000000e+00
3.419444416230929619e+03 4.045719297614393944e-02 0.000000000000000000e+00
3.429131227608321751e+03 4.057180258797397215e-02 0.000000000000000000e+00
3.438818038985713883e+03 4.068641219980403262e-02 0.000000000000000000e+00
3.448504850363106016e+03 4.080102181163408614e-02 0.000000000000000000e+00
3.458191661740498148e+03 4.091563142346413273e-02 0.000000000000000000e+00
3.467878473117890735e+03 4.103024103529418626e-02 0.000000000000000000e+00
3.477565284495282867e+03 4.114485064712423285e-02 0.000000000000000000e+00
3.487252095872675000e+03 4.125946025895429331e-02 0.000000000000000000e+00
3.496938907250067132e+03 4.137406987078434684e-02 0.000000000000000000e+00
3.506625718627459264e+03 4.148867948261439342e-02 0.000000000000000000e+00
3.516312530004851396e+03 4.160328909444444001e-02 0.000000000000000000e+00
3.525999341382243983e+03 4.171789870627450048e-02 0.000000000000000000e+00
3.535686152759636116e+03 4.183250831810455400e-02 0.000000000000000000e+00
3.545372964137028248e+03 4.194711792993460059e-02 0.000000000000000000e+00
3.555059775514420380e+03 4.206172754176464718e-02 0.000000000000000000e+00
3.564746586891812512e+03 4.217633715359470764e-02 0.000000000000000000e+00
3.574433398269204645e+03 4.229094676542474729e-02 0.000000000000000000e+00
3.584120209646597232e+03 4.240555637725481469e-02 0.000000000000000000e+00
3.593807021023989364e+03 4.252016598908485434e-02 0.000000000000000000e+00
3.603493832401381496e+03 4.263477560091490093e-02 0.000000000000000000e+00
3.613180643778773629e+03 4.274938521274496139e-02 0.000000000000000000e+00
3.622867455156165761e+03 4.286399482457500798e-02 0.000000000000000000e+00
3.632554266533557893e+03 4.297860443640506151e-02 0.000000000000000000e+00
3.642241077910950480e+03 4.309321404823510809e-02 0.000000000000000000e+00
3.651927889288342612e+03 4.320782366006516856e-02 0.000000000000000000e+00
3.661614700665734745e+03 4.332243327189521515e-02 0.000000000000000000e+00
3.671301512043126877e+03 4.343704288372526867e-02 0.000000000000000000e+00
3.680988323420519009e+03 4.355165249555532220e-02 0.000000000000000000e+00
3.690675134797911142e+03 4.366626210738536878e-02 0.000000000000000000e+00
3.700361946175303729e+03 4.378087171921542925e-02 0.000000000000000000e+00
3.710048757552695861e+03 4.389548133104546890e-02 0.000000000000000000e+00
3.719735568930087993e+03 4.401009094287552936e-02 0.000000000000000000e+00
3.729422380307480125e+03 4.412470055470558983e-02 0.000000000000000000e+00
3.739109191684872258e+03 4.423931016653562254e-02 0.000000000000000000e+00
3.748796003062264845e+03 4.435391977836568300e-02 0.000000000000000000e+00
