k, f, h2OmegaGW
2.498439861827275621e+00 1.719196634468984821e-03 0.000000000000000000e+00
2.540080526179105735e+00 1.747849911701906131e-03 0.000000000000000000e+00
2.581721190530935406e+00 1.776503188934827225e-03 0.000000000000000000e+00
2.623361854882765520e+00 1.805156466167748752e-03 0.000000000000000000e+00
2.665002519234595191e+00 1.833809743400670062e-03 0.000000000000000000e+00
2.706643183586424861e+00 1.862463020633590939e-03 0.000000000000000000e+00
2.748283847938254976e+00 1.891116297866512683e-03 0.000000000000000000e+00
2.789924512290084646e+00 1.919769575099433559e-03 0.000000000000000000e+00
2.831565176641914761e+00 1.948422852332355303e-03 0.000000000000000000e+00
2.873205840993744431e+00 1.977076129565276830e-03 0.000000000000000000e+00
2.914846505345574545e+00 2.005729406798198357e-03 0.000000000000000000e+00
2.956487169697404216e+00 2.034382684031119017e-03 0.000000000000000000e+00
2.998127834049234330e+00 2.063035961264040544e-03 0.000000000000000000e+00
3.039768498401064001e+00 2.091689238496962071e-03 0.000000000000000000e+00
3.081409162752894115e+00 2.120342515729883165e-03 0.000000000000000000e+00
3.123049827104723786e+00 2.148995792962804692e-03 0.000000000000000000e+00
3.164690491456553900e+00 2.177649070195725785e-03 0.000000000000000000e+00
3.206331155808383571e+00 2.206302347428646879e-03 0.000000000000000000e+00
3.247971820160213685e+00 2.234955624661568406e-03 0.000000000000000000e+00
3.289612484512043356e+00 2.263608901894489933e-03 0.000000000000000000e+00
3.331253148863873470e+00 2.292262179127411460e-03 0.000000000000000000e+00
3.372893813215703140e+00 2.320915456360332554e-03 0.000000000000000000e+00
3.414534477567532811e+00 2.349568733593254081e-03 0.000000000000000000e+00
3.456175141919362925e+00 2.378222010826174741e-03 0.000000000000000000e+00
3.497815806271192596e+00 2.406875288059096268e-03 0.000000000000000000e+00
3.539456470623022710e+00 2.435528565292017361e-03 0.000000000000000000e+00
3.581097134974852381e+00 2.464181842524938888e-03 0.000000000000000000e+00
3.622737799326682495e+00 2.492835119757859982e-03 0.000000000000000000e+00
3.664378463678512166e+00 2.521488396990781509e-03 0.000000000000000000e+00
3.706019128030342280e+00 2.550141674223702602e-03 0.000000000000000000e+00
3.747659792382171950e+00 2.578794951456624129e-03 0.000000000000000000e+00
3.789300456734002065e+00 2.607448228689546090e-03 0.000000000000000000e+00
3.830941121085831735e+00 2.636101505922467617e-03 0.000000000000000000e+00
3.872581785437661850e+00 2.664754783155388277e-03 0.000000000000000000e+00
3.914222449789491520e+00 2.693408060388308937e-03 0.000000000000000000e+00
3.955863114141321635e+00 2.722061337621230898e-03 0.000000000000000000e+00
3.997503778493151305e+00 2.750714614854152425e-03 0.000000000000000000e+00
4.039144442844981420e+00 2.779367892087073952e-03 0.000000000000000000e+00
4.080785107196811090e+00 2.808021169319994612e-03 0.000000000000000000e+00
4.122425771548640760e+00 2.836674446552916139e-03 0.000000000000000000e+00
4.164066435900470431e+00 2.865327723785836798e-03 0.000000000000000000e+00
4.205707100252300989e+00 2.893981001018759193e-03 0.000000000000000000e+00
4.247347764604130660e+00 2.922634278251679853e-03 0.000000000000000000e+00
4.288988428955960330e+00 2.951287555484601380e-03 0.000000000000000000e+00
4.330629093307790001e+00 2.979940832717522473e-03 0.000000000000000000e+00
4.372269757659620559e+00 3.008594109950444868e-03 0.000000000000000000e+00
4.413910422011450230e+00 3.037247387183365527e-03 0.000000000000000000e+00
4.455551086363279900e+00 3.065900664416287055e-03 0.000000000000000000e+00
4.497191750715109571e+00 3.094553941649207281e-03 0.000000000000000000e+00
4.538832415066940129e+00 3.123207218882129675e-03 0.000000000000000000e+00
4.580473079418769800e+00 3.151860496115050335e-03 0.000000000000000000e+00
4.622113743770599470e+00 3.180513773347971862e-03 0.000000000000000000e+00
4.663754408122429140e+00 3.209167050580892955e-03 0.000000000000000000e+00
4.705395072474258811e+00 3.237820327813814483e-03 0.000000000000000000e+00
4.747035736826089369e+00 3.266473605046736443e-03 0.000000000000000000e+00
4.788676401177919040e+00 3.295126882279657537e-03 0.000000000000000000e+00
4.830317065529748710e+00 3.323780159512579064e-03 0.000000000000000000e+00
4.871957729881578381e+00 3.352433436745499724e-03 0.000000000000000000e+00
4.913598394233408939e+00 3.381086713978421684e-03 0.000000000000000000e+00
4.955239058585238610e+00 3.409739991211342778e-03 0.000000000000000000e+00
4.996879722937068280e+00 3.438393268444263871e-03 0.000000000000000000e+00
5.038520387288897950e+00 3.467046545677184531e-03 0.000000000000000000e+00
5.080161051640728509e+00 3.495699822910106492e-03 0.000000000000000000e+00
5.121801715992558179e+00 3.524353100143027152e-03 0.000000000000000000e+00
5.163442380344387850e+00 3.553006377375949112e-03 0.000000000000000000e+00
5.205083044696217520e+00 3.581659654608869772e-03 0.000000000000000000e+00
5.246723709048048079e+00 3.610312931841791299e-03 0.000000000000000000e+00
5.288364373399877749e+00 3.638966209074712393e-03 0.000000000000000000e+00
5.330005037751707420e+00 3.667619486307634354e-03 0.000000000000000000e+00
5.371645702103537090e+00 3.696272763540555013e-03 0.000000000000000000e+00
5.413286366455366760e+00 3.724926040773476107e-03 0.000000000000000000e+00
5.454927030807197319e+00 3.753579318006398935e-03 0.000000000000000000e+00
5.496567695159026989e+00 3.782232595239319595e-03 0.000000000000000000e+00
5.538208359510856660e+00 3.810885872472241555e-03 0.000000000000000000e+00
5.579849023862686330e+00 3.839539149705162215e-03 0.000000000000000000e+00
5.621489688214516889e+00 3.868192426938084176e-03 0.000000000000000000e+00
5.663130352566346559e+00 3.896845704171004836e-03 0.000000000000000000e+00
5.704771016918176230e+00 3.925498981403926363e-03 0.000000000000000000e+00
5.746411681270005900e+00 3.954152258636847023e-03 0.000000000000000000e+00
5.788052345621836459e+00 3.982805535869768550e-03 0.000000000000000000e+00
5.829693009973666129e+00 4.011458813102690944e-03 0.000000000000000000e+00
5.871333674325495799e+00 4.040112090335610737e-03 0.000000000000000000e+00
5.912974338677325470e+00 4.068765367568532264e-03 0.000000000000000000e+00
5.954615003029156028e+00 4.097418644801453791e-03 0.000000000000000000e+00
5.996255667380985699e+00 4.126071922034375318e-03 0.000000000000000000e+00
6.037896331732815369e+00 4.154725199267295978e-03 0.000000000000000000e+00
6.079536996084645040e+00 4.183378476500218372e-03 0.000000000000000000e+00
6.121177660436474710e+00 4.212031753733139032e-03 0.000000000000000000e+00
6.162818324788305269e+00 4.240685030966061426e-03 0.000000000000000000e+00
6.204458989140134939e+00 4.269338308198982086e-03 0.000000000000000000e+00
6.246099653491964609e+00 4.297991585431903613e-03 0.000000000000000000e+00
6.287740317843794280e+00 4.326644862664824273e-03 0.000000000000000000e+00
6.329380982195624838e+00 4.355298139897745800e-03 0.000000000000000000e+00
6.371021646547454509e+00 4.383951417130666460e-03 0.000000000000000000e+00
6.412662310899284179e+00 4.412604694363588854e-03 0.000000000000000000e+00
6.454302975251113850e+00 4.441257971596509514e-03 0.000000000000000000e+00
6.495943639602944408e+00 4.469911248829431909e-03 0.000000000000000000e+00
6.537584303954774079e+00 4.498564526062353436e-03 0.000000000000000000e+00
6.579224968306603749e+00 4.527217803295274096e-03 0.000000000000000000e+00
6.620865632658433420e+00 4.555871080528194755e-03 0.000000000000000000e+00
6.662506297010263978e+00 4.584524357761116282e-03 0.000000000000000000e+00
6.704146961362093649e+00 4.613177634994038677e-03 0.000000000000000000e+00
6.745787625713923319e+00 4.641830912226959337e-03 0.000000000000000000e+00
6.787428290065752989e+00 4.670484189459879996e-03 0.000000000000000000e+00
6.829068954417582660e+00 4.699137466692801524e-03 0.000000000000000000e+00
6.870709618769413218e+00 4.727790743925723918e-03 0.000000000000000000e+00
6.912350283121242889e+00 4.756444021158644578e-03 0.000000000000000000e+00
6.953990947473072559e+00 4.785097298391565238e-03 0.000000000000000000e+00
6.995631611824902230e+00 4.813750575624486765e-03 0.000000000000000000e+00
7.037272276176732788e+00 4.842403852857408292e-03 0.000000000000000000e+00
7.078912940528562459e+00 4.871057130090329819e-03 0.000000000000000000e+00
7.120553604880392129e+00 4.899710407323250479e-03 0.000000000000000000e+00
7.162194269232221799e+00 4.928363684556170271e-03 0.000000000000000000e+00
7.203834933584052358e+00 4.957016961789094400e-03 0.000000000000000000e+00
7.245475597935882028e+00 4.985670239022015060e-03 0.000000000000000000e+00
7.287116262287711699e+00 5.014323516254937455e-03 0.000000000000000000e+00
7.328756926639541369e+00 5.042976793487856380e-03 0.000000000000000000e+00
7.370397590991371040e+00 5.071630070720778774e-03 0.000000000000000000e+00
7.412038255343201598e+00 5.100283347953701168e-03 0.000000000000000000e+00
7.453678919695031269e+00 5.128936625186621828e-03 0.000000000000000000e+00
7.495319584046860939e+00 5.157589902419542488e-03 0.000000000000000000e+00
7.536960248398690609e+00 5.186243179652464882e-03 0.000000000000000000e+00
7.578600912750521168e+00 5.214896456885386410e-03 0.000000000000000000e+00
7.620241577102350838e+00 5.243549734118307069e-03 0.000000000000000000e+00
7.661882241454180509e+00 5.272203011351227729e-03 0.000000000000000000e+00
7.703522905806010179e+00 5.300856288584149256e-03 0.000000000000000000e+00
7.745163570157840738e+00 5.329509565817071651e-03 0.000000000000000000e+00
7.786804234509670408e+00 5.358162843049991443e-03 0.000000000000000000e+00
7.828444898861500079e+00 5.386816120282912970e-03 0.000000000000000000e+00
7.870085563213329749e+00 5.415469397515833630e-03 0.000000000000000000e+00
7.911726227565160308e+00 5.444122674748756892e-03 0.000000000000000000e+00
7.953366891916989978e+00 5.472775951981677552e-03 0.000000000000000000e+00
7.995007556268819648e+00 5.501429229214599946e-03 0.000000000000000000e+00
8.036648220620650207e+00 5.530082506447520606e-03 0.000000000000000000e+00
8.078288884972479877e+00 5.558735783680441266e-03 0.000000000000000000e+00
8.119929549324309548e+00 5.587389060913363660e-03 0.000000000000000000e+00
8.161570213676139218e+00 5.616042338146282585e-03 0.000000000000000000e+00
8.203210878027968889e+00 5.644695615379204980e-03 0.000000000000000000e+00
8.244851542379798559e+00 5.673348892612125639e-03 0.000000000000000000e+00
8.286492206731628229e+00 5.702002169845048034e-03 0.000000000000000000e+00
8.328132871083457900e+00 5.730655447077968694e-03 0.000000000000000000e+00
8.369773535435289347e+00 5.759308724310891088e-03 0.000000000000000000e+00
8.411414199787119017e+00 5.787962001543810880e-03 0.000000000000000000e+00
8.453054864138948687e+00 5.816615278776733275e-03 0.000000000000000000e+00
8.494695528490778358e+00 5.845268556009653935e-03 0.000000000000000000e+00
8.536336192842608028e+00 5.873921833242575462e-03 0.000000000000000000e+00
8.577976857194437699e+00 5.902575110475496122e-03 0.000000000000000000e+00
8.619617521546267369e+00 5.931228387708419383e-03 0.000000000000000000e+00
8.661258185898097040e+00 5.959881664941338308e-03 0.000000000000000000e+00
8.702898850249926710e+00 5.988534942174260703e-03 0.000000000000000000e+00
8.744539514601758157e+00 6.017188219407183097e-03 0.000000000000000000e+00
8.786180178953587827e+00 6.045841496640103757e-03 0.000000000000000000e+00
8.827820843305417498e+00 6.074494773873026152e-03 0.000000000000000000e+00
8.869461507657247168e+00 6.103148051105945077e-03 0.000000000000000000e+00
8.911102172009076838e+00 6.131801328338867471e-03 0.000000000000000000e+00
8.952742836360906509e+00 6.160454605571788131e-03 0.000000000000000000e+00
8.994383500712736179e+00 6.189107882804710525e-03 0.000000000000000000e+00
9.036024165064565850e+00 6.217761160037630318e-03 0.000000000000000000e+00
9.077664829416397296e+00 6.246414437270554447e-03 0.000000000000000000e+00
9.119305493768226967e+00 6.275067714503473372e-03 0.000000000000000000e+00
9.160946158120056637e+00 6.303720991736394899e-03 0.000000000000000000e+00
9.202586822471886308e+00 6.332374268969317294e-03 0.000000000000000000e+00
9.244227486823715978e+00 6.361027546202237086e-03 0.000000000000000000e+00
9.285868151175545648e+00 6.389680823435158613e-03 0.000000000000000000e+00
9.327508815527375319e+00 6.418334100668080140e-03 0.000000000000000000e+00
9.369149479879204989e+00 6.446987377900999933e-03 0.000000000000000000e+00
9.410790144231034660e+00 6.475640655133924062e-03 0.000000000000000000e+00
9.452430808582866106e+00 6.504293932366844722e-03 0.000000000000000000e+00
9.494071472934695777e+00 6.532947209599766249e-03 0.000000000000000000e+00
9.535712137286525447e+00 6.561600486832687776e-03 0.000000000000000000e+00
9.577352801638355118e+00 6.590253764065610170e-03 0.000000000000000000e+00
9.618993465990184788e+00 6.618907041298529963e-03 0.000000000000000000e+00
9.660634130342014458e+00 6.647560318531451490e-03 0.000000000000000000e+00
9.702274794693844129e+00 6.676213595764373884e-03 0.000000000000000000e+00
9.743915459045673799e+00 6.704866872997292809e-03 0.000000000000000000e+00
9.785556123397505246e+00 6.733520150230215204e-03 0.000000000000000000e+00
9.827196787749334916e+00 6.762173427463137598e-03 0.000000000000000000e+00
9.868837452101164587e+00 6.790826704696058258e-03 0.000000000000000000e+00
9.910478116452994257e+00 6.819479981928980653e-03 0.000000000000000000e+00
9.952118780804823928e+00 6.848133259161900445e-03 0.000000000000000000e+00
9.993759445156653598e+00 6.876786536394821972e-03 0.000000000000000000e+00
1.003540010950848327e+01 6.905439813627741764e-03 0.000000000000000000e+00
1.007704077386031294e+01 6.934093090860663292e-03 0.000000000000000000e+00
1.011868143821214261e+01 6.962746368093583951e-03 0.000000000000000000e+00
1.016032210256397406e+01 6.991399645326507213e-03 0.000000000000000000e+00
1.020196276691580373e+01 7.020052922559429608e-03 0.000000000000000000e+00
1.024360343126763340e+01 7.048706199792349400e-03 0.000000000000000000e+00
1.028524409561946307e+01 7.077359477025270927e-03 0.000000000000000000e+00
1.032688475997129274e+01 7.106012754258193322e-03 0.000000000000000000e+00
1.036852542432312241e+01 7.134666031491112247e-03 0.000000000000000000e+00
1.041016608867495208e+01 7.163319308724034641e-03 0.000000000000000000e+00
1.045180675302678175e+01 7.191972585956956168e-03 0.000000000000000000e+00
1.049344741737861320e+01 7.220625863189878563e-03 0.000000000000000000e+00
1.053508808173044287e+01 7.249279140422800090e-03 0.000000000000000000e+00
1.057672874608227254e+01 7.277932417655719882e-03 0.000000000000000000e+00
1.061836941043410221e+01 7.306585694888642277e-03 0.000000000000000000e+00
1.066001007478593188e+01 7.335238972121562069e-03 0.000000000000000000e+00
1.070165073913776155e+01 7.363892249354485331e-03 0.000000000000000000e+00
1.074329140348959122e+01 7.392545526587403389e-03 0.000000000000000000e+00
1.078493206784142089e+01 7.421198803820326650e-03 0.000000000000000000e+00
1.082657273219325056e+01 7.449852081053247310e-03 0.000000000000000000e+00
1.086821339654508201e+01 7.478505358286170572e-03 0.000000000000000000e+00
1.090985406089691168e+01 7.507158635519090364e-03 0.000000000000000000e+00
1.095149472524874135e+01 7.535811912752012759e-03 0.000000000000000000e+00
1.099313538960057102e+01 7.564465189984934286e-03 0.000000000000000000e+00
1.103477605395240069e+01 7.593118467217854946e-03 0.000000000000000000e+00
1.107641671830423036e+01 7.621771744450775606e-03 0.000000000000000000e+00
1.111805738265606003e+01 7.650425021683696265e-03 0.000000000000000000e+00
1.115969804700788970e+01 7.679078298916617792e-03 0.000000000000000000e+00
1.120133871135972115e+01 7.707731576149541922e-03 0.000000000000000000e+00
1.124297937571155082e+01 7.736384853382463449e-03 0.000000000000000000e+00
1.128462004006338049e+01 7.765038130615381506e-03 0.000000000000000000e+00
1.132626070441521016e+01 7.793691407848305636e-03 0.000000000000000000e+00
1.136790136876703983e+01 7.822344685081226295e-03 0.000000000000000000e+00
1.140954203311886950e+01 7.850997962314145220e-03 0.000000000000000000e+00
1.145118269747069917e+01 7.879651239547067615e-03 0.000000000000000000e+00
1.149282336182252884e+01 7.908304516779990009e-03 0.000000000000000000e+00
1.153446402617435851e+01 7.936957794012908934e-03 0.000000000000000000e+00
1.157610469052618996e+01 7.965611071245831329e-03 0.000000000000000000e+00
1.161774535487801963e+01 7.994264348478751989e-03 0.000000000000000000e+00
1.165938601922984930e+01 8.022917625711674383e-03 0.000000000000000000e+00
1.170102668358167897e+01 8.051570902944596778e-03 0.000000000000000000e+00
1.174266734793350864e+01 8.080224180177519172e-03 0.000000000000000000e+00
1.178430801228533831e+01 8.108877457410438097e-03 0.000000000000000000e+00
1.182594867663716798e+01 8.137530734643360492e-03 0.000000000000000000e+00
1.186758934098899765e+01 8.166184011876281151e-03 0.000000000000000000e+00
1.190923000534082909e+01 8.194837289109203546e-03 0.000000000000000000e+00
1.195087066969265877e+01 8.223490566342125940e-03 0.000000000000000000e+00
1.199251133404448844e+01 8.252143843575044865e-03 0.000000000000000000e+00
1.203415199839631811e+01 8.280797120807965525e-03 0.000000000000000000e+00
1.207579266274814778e+01 8.309450398040887920e-03 0.000000000000000000e+00
1.211743332709997745e+01 8.338103675273808579e-03 0.000000000000000000e+00
1.215907399145180712e+01 8.366756952506730974e-03 0.000000000000000000e+00
1.220071465580363679e+01 8.395410229739649899e-03 0.000000000000000000e+00
1.224235532015546646e+01 8.424063506972572293e-03 0.000000000000000000e+00
1.228399598450729790e+01 8.452716784205494688e-03 0.000000000000000000e+00
1.232563664885912758e+01 8.481370061438415348e-03 0.000000000000000000e+00
1.236727731321095725e+01 8.510023338671336007e-03 0.000000000000000000e+00
1.240891797756278692e+01 8.538676615904258402e-03 0.000000000000000000e+00
1.245055864191461659e+01 8.567329893137179062e-03 0.000000000000000000e+00
1.249219930626644626e+01 8.595983170370099721e-03 0.000000000000000000e+00
1.253383997061827593e+01 8.624636447603022116e-03 0.000000000000000000e+00
1.257548063497010560e+01 8.653289724835944510e-03 0.000000000000000000e+00
1.261712129932193704e+01 8.681943002068865170e-03 0.000000000000000000e+00
1.265876196367376672e+01 8.710596279301787564e-03 0.000000000000000000e+00
1.270040262802559639e+01 8.739249556534708224e-03 0.000000000000000000e+00
1.274204329237742606e+01 8.767902833767628884e-03 0.000000000000000000e+00
1.278368395672925573e+01 8.796556111000549544e-03 0.000000000000000000e+00
1.282532462108108540e+01 8.825209388233471938e-03 0.000000000000000000e+00
1.286696528543291507e+01 8.853862665466394333e-03 0.000000000000000000e+00
1.290860594978474474e+01 8.882515942699313258e-03 0.000000000000000000e+00
1.295024661413657441e+01 8.911169219932233918e-03 0.000000000000000000e+00
1.299188727848840585e+01 8.939822497165156312e-03 0.000000000000000000e+00
1.303352794284023553e+01 8.968475774398076972e-03 0.000000000000000000e+00
1.307516860719206520e+01 8.997129051630999366e-03 0.000000000000000000e+00
1.311680927154389487e+01 9.025782328863920026e-03 0.000000000000000000e+00
1.315844993589572454e+01 9.054435606096840686e-03 0.000000000000000000e+00
1.320009060024755421e+01 9.083088883329763080e-03 0.000000000000000000e+00
1.324173126459938388e+01 9.111742160562683740e-03 0.000000000000000000e+00
1.328337192895121355e+01 9.140395437795604400e-03 0.000000000000000000e+00
1.332501259330304499e+01 9.169048715028528529e-03 0.000000000000000000e+00
1.336665325765487466e+01 9.197701992261450923e-03 0.000000000000000000e+00
1.340829392200670434e+01 9.226355269494371583e-03 0.000000000000000000e+00
1.344993458635853401e+01 9.255008546727290508e-03 0.000000000000000000e+00
1.349157525071036368e+01 9.283661823960212903e-03 0.000000000000000000e+00
1.353321591506219335e+01 9.312315101193133562e-03 0.000000000000000000e+00
1.357485657941402302e+01 9.340968378426055957e-03 0.000000000000000000e+00
1.361649724376585269e+01 9.369621655658974882e-03 0.000000000000000000e+00
1.365813790811768236e+01 9.398274932891897276e-03 0.000000000000000000e+00
1.369977857246951380e+01 9.426928210124817936e-03 0.000000000000000000e+00
1.374141923682134347e+01 9.455581487357738596e-03 0.000000000000000000e+00
1.378305990117317315e+01 9.484234764590660990e-03 0.000000000000000000e+00
1.382470056552500282e+01 9.512888041823583385e-03 0.000000000000000000e+00
1.386634122987683249e+01 9.541541319056504045e-03 0.000000000000000000e+00
1.390798189422866216e+01 9.570194596289424704e-03 0.000000000000000000e+00
1.394962255858049183e+01 9.598847873522347099e-03 0.000000000000000000e+00
1.399126322293232150e+01 9.627501150755267759e-03 0.000000000000000000e+00
1.403290388728415117e+01 9.656154427988188418e-03 0.000000000000000000e+00
1.407454455163598261e+01 9.684807705221112548e-03 0.000000000000000000e+00
1.411618521598781228e+01 9.713460982454033207e-03 0.000000000000000000e+00
1.415782588033964196e+01 9.742114259686953867e-03 0.000000000000000000e+00
1.419946654469147163e+01 9.770767536919876262e-03 0.000000000000000000e+00
1.424110720904330130e+01 9.799420814152796921e-03 0.000000000000000000e+00
1.428274787339513097e+01 9.828074091385717581e-03 0.000000000000000000e+00
1.432438853774696064e+01 9.856727368618636506e-03 0.000000000000000000e+00
1.436602920209879031e+01 9.885380645851558901e-03 0.000000000000000000e+00
1.440766986645062175e+01 9.914033923084481295e-03 0.000000000000000000e+00
1.444931053080245142e+01 9.942687200317401955e-03 0.000000000000000000e+00
1.449095119515428109e+01 9.971340477550326084e-03 0.000000000000000000e+00
1.453259185950611077e+01 9.999993754783245009e-03 0.000000000000000000e+00
1.457423252385794044e+01 1.002864703201616567e-02 0.000000000000000000e+00
1.461587318820977011e+01 1.005730030924908980e-02 0.000000000000000000e+00
1.465751385256159978e+01 1.008595358648200872e-02 0.000000000000000000e+00
1.469915451691342945e+01 1.011460686371493112e-02 0.000000000000000000e+00
1.474079518126525912e+01 1.014326014094784831e-02 0.000000000000000000e+00
1.478243584561709056e+01 1.017191341818077244e-02 0.000000000000000000e+00
1.482407650996892023e+01 1.020056669541369483e-02 0.000000000000000000e+00
1.486571717432074990e+01 1.022921997264661723e-02 0.000000000000000000e+00
1.490735783867257958e+01 1.025787324987953615e-02 0.000000000000000000e+00
1.494899850302440925e+01 1.028652652711246028e-02 0.000000000000000000e+00
1.499063916737623892e+01 1.031517980434538094e-02 0.000000000000000000e+00
1.503227983172806859e+01 1.034383308157829987e-02 0.000000000000000000e+00
1.507392049607989826e+01 1.037248635881121879e-02 0.000000000000000000e+00
1.511556116043172970e+01 1.040113963604414118e-02 0.000000000000000000e+00
1.515720182478355937e+01 1.042979291327706358e-02 0.000000000000000000e+00
1.519884248913538904e+01 1.045844619050998771e-02 0.000000000000000000e+00
1.524048315348721871e+01 1.048709946774290837e-02 0.000000000000000000e+00
1.528212381783904839e+01 1.051575274497582903e-02 0.000000000000000000e+00
1.532376448219087806e+01 1.054440602220874969e-02 0.000000000000000000e+00
1.536540514654270773e+01 1.057305929944167208e-02 0.000000000000000000e+00
1.540704581089453740e+01 1.060171257667459274e-02 0.000000000000000000e+00
1.544868647524636707e+01 1.063036585390751167e-02 0.000000000000000000e+00
1.549032713959819851e+01 1.065901913114043580e-02 0.000000000000000000e+00
1.553196780395002818e+01 1.068767240837335646e-02 0.000000000000000000e+00
1.557360846830185785e+01 1.071632568560628058e-02 0.000000000000000000e+00
1.561524913265368752e+01 1.074497896283919951e-02 0.000000000000000000e+00
1.565688979700551720e+01 1.077363224007212017e-02 0.000000000000000000e+00
1.569853046135734687e+01 1.080228551730504430e-02 0.000000000000000000e+00
1.574017112570917654e+01 1.083093879453796149e-02 0.000000000000000000e+00
1.578181179006100621e+01 1.085959207177088215e-02 0.000000000000000000e+00
1.582345245441283765e+01 1.088824534900380454e-02 0.000000000000000000e+00
1.586509311876466732e+01 1.091689862623672520e-02 0.000000000000000000e+00
1.590673378311649699e+01 1.094555190346965107e-02 0.000000000000000000e+00
1.594837444746832666e+01 1.097420518070257173e-02 0.000000000000000000e+00
1.599001511182015633e+01 1.100285845793549239e-02 0.000000000000000000e+00
1.603165577617198423e+01 1.103151173516841131e-02 0.000000000000000000e+00
1.607329644052381568e+01 1.106016501240133544e-02 0.000000000000000000e+00
1.611493710487564357e+01 1.108881828963425263e-02 0.000000000000000000e+00
